"","date","hits","geo","time","keyword","gprop","category"
"1",2017-04-23,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"2",2017-04-30,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"3",2017-05-07,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"4",2017-05-14,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"5",2017-05-21,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"6",2017-05-28,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"7",2017-06-04,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"8",2017-06-11,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"9",2017-06-18,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"10",2017-06-25,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"11",2017-07-02,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"12",2017-07-09,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"13",2017-07-16,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"14",2017-07-23,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"15",2017-07-30,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"16",2017-08-06,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"17",2017-08-13,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"18",2017-08-20,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"19",2017-08-27,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"20",2017-09-03,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"21",2017-09-10,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"22",2017-09-17,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"23",2017-09-24,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"24",2017-10-01,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"25",2017-10-08,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"26",2017-10-15,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"27",2017-10-22,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"28",2017-10-29,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"29",2017-11-05,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"30",2017-11-12,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"31",2017-11-19,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"32",2017-11-26,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"33",2017-12-03,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"34",2017-12-10,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"35",2017-12-17,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"36",2017-12-24,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"37",2017-12-31,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"38",2018-01-07,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"39",2018-01-14,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"40",2018-01-21,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"41",2018-01-28,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"42",2018-02-04,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"43",2018-02-11,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"44",2018-02-18,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"45",2018-02-25,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"46",2018-03-04,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"47",2018-03-11,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"48",2018-03-18,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"49",2018-03-25,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"50",2018-04-01,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"51",2018-04-08,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"52",2018-04-15,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"53",2018-04-22,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"54",2018-04-29,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"55",2018-05-06,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"56",2018-05-13,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"57",2018-05-20,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"58",2018-05-27,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"59",2018-06-03,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"60",2018-06-10,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"61",2018-06-17,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"62",2018-06-24,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"63",2018-07-01,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"64",2018-07-08,"<1","FR","2017-04-22 2020-04-21","umbrella","web",0
"65",2018-07-15,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"66",2018-07-22,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"67",2018-07-29,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"68",2018-08-05,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"69",2018-08-12,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"70",2018-08-19,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"71",2018-08-26,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"72",2018-09-02,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"73",2018-09-09,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"74",2018-09-16,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"75",2018-09-23,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"76",2018-09-30,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"77",2018-10-07,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"78",2018-10-14,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"79",2018-10-21,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"80",2018-10-28,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"81",2018-11-04,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"82",2018-11-11,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"83",2018-11-18,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"84",2018-11-25,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"85",2018-12-02,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"86",2018-12-09,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"87",2018-12-16,"<1","FR","2017-04-22 2020-04-21","umbrella","web",0
"88",2018-12-23,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"89",2018-12-30,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"90",2019-01-06,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"91",2019-01-13,"1","FR","2017-04-22 2020-04-21","umbrella","web",0
"92",2019-01-20,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"93",2019-01-27,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"94",2019-02-03,"2","FR","2017-04-22 2020-04-21","umbrella","web",0
"95",2019-02-10,"26","FR","2017-04-22 2020-04-21","umbrella","web",0
"96",2019-02-17,"100","FR","2017-04-22 2020-04-21","umbrella","web",0
"97",2019-02-24,"68","FR","2017-04-22 2020-04-21","umbrella","web",0
"98",2019-03-03,"45","FR","2017-04-22 2020-04-21","umbrella","web",0
"99",2019-03-10,"27","FR","2017-04-22 2020-04-21","umbrella","web",0
"100",2019-03-17,"19","FR","2017-04-22 2020-04-21","umbrella","web",0
"101",2019-03-24,"14","FR","2017-04-22 2020-04-21","umbrella","web",0
"102",2019-03-31,"14","FR","2017-04-22 2020-04-21","umbrella","web",0
"103",2019-04-07,"10","FR","2017-04-22 2020-04-21","umbrella","web",0
"104",2019-04-14,"10","FR","2017-04-22 2020-04-21","umbrella","web",0
"105",2019-04-21,"10","FR","2017-04-22 2020-04-21","umbrella","web",0
"106",2019-04-28,"9","FR","2017-04-22 2020-04-21","umbrella","web",0
"107",2019-05-05,"8","FR","2017-04-22 2020-04-21","umbrella","web",0
"108",2019-05-12,"6","FR","2017-04-22 2020-04-21","umbrella","web",0
"109",2019-05-19,"6","FR","2017-04-22 2020-04-21","umbrella","web",0
"110",2019-05-26,"5","FR","2017-04-22 2020-04-21","umbrella","web",0
"111",2019-06-02,"6","FR","2017-04-22 2020-04-21","umbrella","web",0
"112",2019-06-09,"5","FR","2017-04-22 2020-04-21","umbrella","web",0
